OriginalID,SourceLevel,TargetLevel,SourceText,TargetText
844,ADV,ELE,"At the Island Bay Marine Education Centre in Wellington, an octopus was found to be in the habit of visiting another tank overnight to steal crabs, then returning to its own.","At the Island Bay Marine Education Centre in Wellington, an octopus visited another tank every night to steal crabs, then return to its own tank."
844,ELE,ADV,"At the Island Bay Marine Education Centre in Wellington, an octopus visited another tank every night to steal crabs, then return to its own tank.","At the Island Bay Marine Education Centre in Wellington, an octopus was found to be in the habit of visiting another tank overnight to steal crabs, then returning to its own."
1988,ADV,ELE,His eye is a sad black dot in his massive wrinkled face as he wanders the reserve with his guards.,His eye is a sad black dot in his big face as he walks around the reserve with his guards.
1988,ELE,ADV,His eye is a sad black dot in his big face as he walks around the reserve with his guards.,His eye is a sad black dot in his massive wrinkled face as he wanders the reserve with his guards.
2967,ADV,INT,One security guard working on the avenue said it was exasperating to see so many tens of thousands of square feet of property  enough to house dozens of people  falling apart.,One security guard who works on the avenue said it was exasperating to see so many properties  enough to house dozens of people  falling apart.
2967,INT,ADV,One security guard who works on the avenue said it was exasperating to see so many properties  enough to house dozens of people  falling apart.,One security guard working on the avenue said it was exasperating to see so many tens of thousands of square feet of property  enough to house dozens of people  falling apart.
3830,ADV,INT,"Manby, who joined the company as CEO in 2015 to help the company rehabilitate itself, said he would set out his vision for the future of the company at a special event on 6 November.","Manby, who joined the company as CEO in 2015 to help the company recover, said he would give a presentation on his vision for the future of the company at a special event on 6 November."
3830,INT,ADV,"Manby, who joined the company as CEO in 2015 to help the company recover, said he would give a presentation on his vision for the future of the company at a special event on 6 November.","Manby, who joined the company as CEO in 2015 to help the company rehabilitate itself, said he would set out his vision for the future of the company at a special event on 6 November."
3772,ADV,INT,"She has a series of adventures as Johansson until she is eventually found out and, in the end, dies in a car crash.","She has a series of adventures as Johansson and, in the end, dies in a car crash."
3772,INT,ADV,"She has a series of adventures as Johansson and, in the end, dies in a car crash.","She has a series of adventures as Johansson until she is eventually found out and, in the end, dies in a car crash."
3196,ADV,INT,"Appearing for the first time before the media since taking the role in September 2015, when Blatter was suspended, Hayatou responded in a similar way to his predecessors in improbably claiming the current crisis was down to a handful of errant individuals.","Appearing for the first time before the media since taking the role in September 2015, when Blatter was suspended, Hayatou responded in a similar way to his predecessor when he claimed the current crisis was the fault of a few bad individuals."
3196,INT,ADV,"Appearing for the first time before the media since taking the role in September 2015, when Blatter was suspended, Hayatou responded in a similar way to his predecessor when he claimed the current crisis was the fault of a few bad individuals.","Appearing for the first time before the media since taking the role in September 2015, when Blatter was suspended, Hayatou responded in a similar way to his predecessors in improbably claiming the current crisis was down to a handful of errant individuals."
1539,ADV,ELE,The Spanish team started their work after a group of cavers stumbled upon two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006.,The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006.
1539,ELE,ADV,The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006.,The Spanish team started their work after a group of cavers stumbled upon two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006.
212,ADV,ELE,"Until now, the differences between commercial, governmental and other types of identity were easily distinguished in every internet address by .com, .gov and 20 other categories.","Until now, the differences between commercial, governmental and other types of identity were easy to see in every internet address by the use of .com, .gov and 20 other categories."
212,ELE,ADV,"Until now, the differences between commercial, governmental and other types of identity were easy to see in every internet address by the use of .com, .gov and 20 other categories.","Until now, the differences between commercial, governmental and other types of identity were easily distinguished in every internet address by .com, .gov and 20 other categories."
1958,ADV,ELE,Automation Driverless cars have been in the headlines ever since Google began road testing the vehicles back in 2012 but no-one really knows when driverless cars will become commonplace.,Automation We have known about driverless cars ever since Google began testing the vehicles in 2012 but no-one really knows when driverless cars will become commonplace.
1958,ELE,ADV,Automation We have known about driverless cars ever since Google began testing the vehicles in 2012 but no-one really knows when driverless cars will become commonplace.,Automation Driverless cars have been in the headlines ever since Google began road testing the vehicles back in 2012 but no-one really knows when driverless cars will become commonplace.
5360,ELE,INT,"Burma, Bangladesh and India can expect stronger cyclones; elsewhere in southern Asia, there will probably be heavier summer rainfalls.","Burma, Bangladesh and India can expect stronger cyclones; elsewhere in southern Asia, heavier summer rains are anticipated."
5360,INT,ELE,"Burma, Bangladesh and India can expect stronger cyclones; elsewhere in southern Asia, heavier summer rains are anticipated.","Burma, Bangladesh and India can expect stronger cyclones; elsewhere in southern Asia, there will probably be heavier summer rainfalls."
5160,ELE,INT,"They are the first elements to be added since 2011, when elements 114 and 116 were included.","The four new elements are the first to be added to the periodic table since 2011, when elements 114 and 116 were included."
5160,INT,ELE,"The four new elements are the first to be added to the periodic table since 2011, when elements 114 and 116 were included.","They are the first elements to be added since 2011, when elements 114 and 116 were included."
2800,ADV,INT,One strong reason for the drop in prison numbers might be the amount of post-prison support available in Sweden.,One strong reason for the fall in prison numbers might be the amount of post-prison support available in Sweden.
2800,INT,ADV,One strong reason for the fall in prison numbers might be the amount of post-prison support available in Sweden.,One strong reason for the drop in prison numbers might be the amount of post-prison support available in Sweden.
1350,ADV,ELE,"Marketforce shoppers typically get a couple of pounds for a visit as a token gesture for their time and effort, says Boydell.","Marketforce shoppers usually get a couple of pounds for a visit, for their time and effort, says Boydell."
1350,ELE,ADV,"Marketforce shoppers usually get a couple of pounds for a visit, for their time and effort, says Boydell.","Marketforce shoppers typically get a couple of pounds for a visit as a token gesture for their time and effort, says Boydell."
4324,ELE,INT,The first new domain names will probably be in use before the end of 2013.   ,The first approved domain names will probably be in use before the end of 2013.
4324,INT,ELE,The first approved domain names will probably be in use before the end of 2013.,The first new domain names will probably be in use before the end of 2013.   
4583,ELE,INT,The best news is that small children die much less often than forty years ago.,And the best news is that small children are much less likely to die than they were forty years ago.
4583,INT,ELE,And the best news is that small children are much less likely to die than they were forty years ago.,The best news is that small children die much less often than forty years ago.
681,ADV,ELE,"Much better than an egg or a sandwich or a cup of tea, said Arvind Singh at 6.15am as he did his breathing exercises on a bench.","Much better than an egg or a sandwich or a cup of tea, said Arvind Singh at 6.15am as he did his breathing exercises."
681,ELE,ADV,"Much better than an egg or a sandwich or a cup of tea, said Arvind Singh at 6.15am as he did his breathing exercises.","Much better than an egg or a sandwich or a cup of tea, said Arvind Singh at 6.15am as he did his breathing exercises on a bench."
181,ADV,ELE,Ive asked Cool to look forward and imagine what top climbers might be doing 60 years from now.,asked Cool to look forward and imagine what top climbers might do 60 years from now.
181,ELE,ADV,asked Cool to look forward and imagine what top climbers might do 60 years from now.,Ive asked Cool to look forward and imagine what top climbers might be doing 60 years from now.
3746,ADV,INT,"One weekend they concocted the recipe and the next they brewed 1,600 litres.","One weekend they came up with the recipe and the next weekend they brewed 1,600 litres."
3746,INT,ADV,"One weekend they came up with the recipe and the next weekend they brewed 1,600 litres.","One weekend they concocted the recipe and the next they brewed 1,600 litres."
5046,ELE,INT,"One user said he sometimes visits in the middle of the night, when nobody else is around, and, then, the speed is extremely fast.   ","One user said he sometimes visits in the middle of the night, when nobody else is around, and finds it to be unbelievably fast."
5046,INT,ELE,"One user said he sometimes visits in the middle of the night, when nobody else is around, and finds it to be unbelievably fast.","One user said he sometimes visits in the middle of the night, when nobody else is around, and, then, the speed is extremely fast.   "
5253,ELE,INT,He would want to know whats happening on the outside.,He wanted to know what was happening on the outside.
5253,INT,ELE,He wanted to know what was happening on the outside.,He would want to know whats happening on the outside.
279,ADV,ELE,The site has come at an opportune time for the country of five million people.,The site has come at the right time for the country of five million people.
279,ELE,ADV,The site has come at the right time for the country of five million people.,The site has come at an opportune time for the country of five million people.
290,ADV,ELE,Every village is digging a pit just beyond the houses for garbage.,Every village is digging a pit for garbage.
290,ELE,ADV,Every village is digging a pit for garbage.,Every village is digging a pit just beyond the houses for garbage.
5685,ELE,INT,"Before that, they will release Episode VII in December 2015, directed by JJ Abrams and called Star Wars: The Force Awakens.","It will follow the release in December 2015 of Episode VII, directed by JJ Abrams and titled Star Wars: The Force Awakens."
5685,INT,ELE,"It will follow the release in December 2015 of Episode VII, directed by JJ Abrams and titled Star Wars: The Force Awakens.","Before that, they will release Episode VII in December 2015, directed by JJ Abrams and called Star Wars: The Force Awakens."
994,ADV,ELE,"Cafe_ Rouge, Bella Italia and Belgo deduct 10%, as do Strada and Giraffe, which is owned by Tesco.","Cafe_ Rouge, Bella Italia and Belgo deduct 10%; Strada and Giraffe do, too."
994,ELE,ADV,"Cafe_ Rouge, Bella Italia and Belgo deduct 10%; Strada and Giraffe do, too.","Cafe_ Rouge, Bella Italia and Belgo deduct 10%, as do Strada and Giraffe, which is owned by Tesco."
3613,ADV,INT,Nor does Douville worry about noise complaints like Walker does: No court is gonna label a bar a nuisance after the city has rati ed a smoking ban that requires you to go outside!,Nor does Douville worry about noise complaints: No court is going to say a bar is a nuisance after the city has rati ed a smoking ban that requires you to go outside!
3613,INT,ADV,Nor does Douville worry about noise complaints: No court is going to say a bar is a nuisance after the city has rati ed a smoking ban that requires you to go outside!,Nor does Douville worry about noise complaints like Walker does: No court is gonna label a bar a nuisance after the city has rati ed a smoking ban that requires you to go outside!
3076,ADV,INT,It sold strongly and reprinted but it was in 2014 that it all really mushroomed with Art Therapy.,It sold well but it was in 2014 that it all really mushroomed with Art Therapy.
3076,INT,ADV,It sold well but it was in 2014 that it all really mushroomed with Art Therapy.,It sold strongly and reprinted but it was in 2014 that it all really mushroomed with Art Therapy.
4223,ADV,INT,Kelley says the working day should be more forgiving of our natural rhythms.,Kelley says the working day should be more linked to our natural rhythms.
4223,INT,ADV,Kelley says the working day should be more linked to our natural rhythms.,Kelley says the working day should be more forgiving of our natural rhythms.
4801,ELE,INT,"The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978, says Kenneth Gustafsson, governor of Kumla Prison, Swedens most secure jail.","The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978, says Kenneth Gustafsson, governor of Kumla Prison, Swedens most secure jail, 130 miles west of Stockholm."
4801,INT,ELE,"The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978, says Kenneth Gustafsson, governor of Kumla Prison, Swedens most secure jail, 130 miles west of Stockholm.","The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978, says Kenneth Gustafsson, governor of Kumla Prison, Swedens most secure jail."
271,ADV,ELE,"So he tried crowdfunding on a US website, Indiegogo, which had recently opened up in the UK.","So he tried crowdfunding on a US website, Indiegogo, which has recently opened up in the UK."
271,ELE,ADV,"So he tried crowdfunding on a US website, Indiegogo, which has recently opened up in the UK.","So he tried crowdfunding on a US website, Indiegogo, which had recently opened up in the UK."
2146,ADV,ELE,"To succeed as a race engineer, you need ... to be able to deal with pressure.","To succeed as a race engineer, you need ... to be able to work under pressure."
2146,ELE,ADV,"To succeed as a race engineer, you need ... to be able to work under pressure.","To succeed as a race engineer, you need ... to be able to deal with pressure."
4890,ELE,INT,Oh yes!         ,"Oh yes, definitely."
4890,INT,ELE,"Oh yes, definitely.",Oh yes!         
5777,ELE,INT,"One time, I broke up with somebody while I was on Facebook and I thought Oh my gosh, should I change my pro le photo?","One time, I broke up with somebody while I was on Facebook and I was like Oh my gosh, should I change my pro le photo?"
5777,INT,ELE,"One time, I broke up with somebody while I was on Facebook and I was like Oh my gosh, should I change my pro le photo?","One time, I broke up with somebody while I was on Facebook and I thought Oh my gosh, should I change my pro le photo?"
5062,ELE,INT,The critics usually analyse the novels of wellknown British author David Mitchell in detail.,Well-known British author David Mitchell is used to the critics analysing his novels in detail.
5062,INT,ELE,Well-known British author David Mitchell is used to the critics analysing his novels in detail.,The critics usually analyse the novels of wellknown British author David Mitchell in detail.
112,ADV,ELE,"Argentina rejects the .patagonia request for a new generic top-level domain, the government notes in an appeal.",Argentina rejects the .patagonia request for a new generic top-level domain.
112,ELE,ADV,Argentina rejects the .patagonia request for a new generic top-level domain.,"Argentina rejects the .patagonia request for a new generic top-level domain, the government notes in an appeal."
1392,ADV,ELE,"The work I can create, as mayor, is temporary.","But Piscedda says, The work I can create, as mayor, is temporary."
1392,ELE,ADV,"But Piscedda says, The work I can create, as mayor, is temporary.","The work I can create, as mayor, is temporary."
221,ADV,ELE,We as a society want to defend them.,We want to defend them.
221,ELE,ADV,We want to defend them.,We as a society want to defend them.
5752,ELE,INT,"In 1515, the ruler of Gujarat in India sent a live Indian rhinoceros to the king of Portugal.","In 1515, a live Indian rhinoceros was sent by the ruler of Gujarat in India to the king of Portugal."
5752,INT,ELE,"In 1515, a live Indian rhinoceros was sent by the ruler of Gujarat in India to the king of Portugal.","In 1515, the ruler of Gujarat in India sent a live Indian rhinoceros to the king of Portugal."
84,ADV,ELE,So while it is used by most people to get fit  or by fit people to get even fitter  it also burns fat.,"Most people use it to get fit or to get even fitter, but the programme also burns fat."
84,ELE,ADV,"Most people use it to get fit or to get even fitter, but the programme also burns fat.",So while it is used by most people to get fit  or by fit people to get even fitter  it also burns fat.
3561,ADV,INT,"There are now an estimated 450 music-rental services around the world, and, while many people still listen for free, a desire for more choice is persuading more music lovers to part with their cash.","While many people still listen for free, a desire for more choice is persuading more music lovers to part with their cash."
3561,INT,ADV,"While many people still listen for free, a desire for more choice is persuading more music lovers to part with their cash.","There are now an estimated 450 music-rental services around the world, and, while many people still listen for free, a desire for more choice is persuading more music lovers to part with their cash."
462,ADV,ELE,"In his office overlooking the square, Rjukans energetic young mayor, Steinar Bergsland, is interested not so much in the cost but in the benefits the mirrors might bring to the town.","In his office with a view of the square, Rjukans young mayor, Steinar Bergsland, is less interested in the cost and more interested in the benefits the mirrors might bring to the town."
462,ELE,ADV,"In his office with a view of the square, Rjukans young mayor, Steinar Bergsland, is less interested in the cost and more interested in the benefits the mirrors might bring to the town.","In his office overlooking the square, Rjukans energetic young mayor, Steinar Bergsland, is interested not so much in the cost but in the benefits the mirrors might bring to the town."
5266,ELE,INT,The labradoodle The labradoodle isnt a monster  its lovely.,The labradoodle The labradoodle isnt a monster  its adorable.
5266,INT,ELE,The labradoodle The labradoodle isnt a monster  its adorable.,The labradoodle The labradoodle isnt a monster  its lovely.
552,ADV,ELE,"It aims to double exports to America in 2014 and will soon start producing teff-based pizzas, bread and cookies.","But the company wants to double exports to America in 2014 and will soon start producing teff-based pizzas, bread and cookies."
552,ELE,ADV,"But the company wants to double exports to America in 2014 and will soon start producing teff-based pizzas, bread and cookies.","It aims to double exports to America in 2014 and will soon start producing teff-based pizzas, bread and cookies."
5035,ELE,INT,Sands said it was time to get rid of high-value notes that make life easier for bad guys.,"In a report for the Harvard Kennedy School of Government, Sands said it was time to get rid of high-value notes that make life easier for bad guys."
5035,INT,ELE,"In a report for the Harvard Kennedy School of Government, Sands said it was time to get rid of high-value notes that make life easier for bad guys.",Sands said it was time to get rid of high-value notes that make life easier for bad guys.
3653,ADV,INT,"Its about allowing them the dignity of not having to ask a friend for money or place burdens on families that cannot do it, he said.","It will allow them the dignity of not having to ask a friend for money or put burdens on families, he said."
3653,INT,ADV,"It will allow them the dignity of not having to ask a friend for money or put burdens on families, he said.","Its about allowing them the dignity of not having to ask a friend for money or place burdens on families that cannot do it, he said."
2759,ADV,INT,"He has promised to settle down and enjoy his post-jump years with his girlfriend, Nicole Oetl, flying helicopters on rescue missions in the US and Austria. ","He has promised to settle down and enjoy life with his girlfriend, Nicole Oetl, flying helicopters on rescue missions in the US and Austria."
2759,INT,ADV,"He has promised to settle down and enjoy life with his girlfriend, Nicole Oetl, flying helicopters on rescue missions in the US and Austria.","He has promised to settle down and enjoy his post-jump years with his girlfriend, Nicole Oetl, flying helicopters on rescue missions in the US and Austria. "
5285,ELE,INT,"About 22% of Japanese work more than 49 hours a week, compared with 16% of US workers and 11% in France and Germany, according to data from the Japanese government.","About 22% of Japanese people work more than 49 hours a week, compared with 16% of US workers and 11% in France and Germany, according to data from the Japanese government."
5285,INT,ELE,"About 22% of Japanese people work more than 49 hours a week, compared with 16% of US workers and 11% in France and Germany, according to data from the Japanese government.","About 22% of Japanese work more than 49 hours a week, compared with 16% of US workers and 11% in France and Germany, according to data from the Japanese government."
2599,ADV,INT,"The technique allows the detection of injuries such as lesions and blows often undetectable during a traditional autopsy, as well as air pockets, heart attacks and even cancer.","The technique allows you to find injuries that are not seen during a traditional autopsy, as well as air pockets, heart attacks and even cancer."
2599,INT,ADV,"The technique allows you to find injuries that are not seen during a traditional autopsy, as well as air pockets, heart attacks and even cancer.","The technique allows the detection of injuries such as lesions and blows often undetectable during a traditional autopsy, as well as air pockets, heart attacks and even cancer."
651,ADV,ELE,"If it works in the rest of Europe, theres absolutely no reason why it cant work in the UK, he said, pointing out that bears and wolves are found within an hour of Rome.","If it works in the rest of Europe, theres absolutely no reason why it cant work in the UK, he said."
651,ELE,ADV,"If it works in the rest of Europe, theres absolutely no reason why it cant work in the UK, he said.","If it works in the rest of Europe, theres absolutely no reason why it cant work in the UK, he said, pointing out that bears and wolves are found within an hour of Rome."
709,ADV,ELE,"As an adopted New Yorker, Bowie was the opening act at the Concert for New York City in October 2001, where he joined Paul McCartney, Jon Bon Jovi, Billy Joel, the Who and Elton John in a benefit show six weeks after the 9/11 attacks.","Bowie performed at the Concert for New York City in October 2001, where he joined Paul McCartney, Jon Bon Jovi, Billy Joel, the Who and Elton John in a benefit show six weeks after the 9/11 attacks."
709,ELE,ADV,"Bowie performed at the Concert for New York City in October 2001, where he joined Paul McCartney, Jon Bon Jovi, Billy Joel, the Who and Elton John in a benefit show six weeks after the 9/11 attacks.","As an adopted New Yorker, Bowie was the opening act at the Concert for New York City in October 2001, where he joined Paul McCartney, Jon Bon Jovi, Billy Joel, the Who and Elton John in a benefit show six weeks after the 9/11 attacks."
3765,ADV,INT,"What we did was to look at a set of current London taxi drivers and a set of London taxi drivers that had been retired for about four years, said neuroscientist Dr Hugo Spiers, head of the Spatial Cognition Group at University College London, who is an author of the study.","We looked at a group of current London taxi drivers and a group of London taxi drivers that had been retired for about four years, said neuroscientist Dr Hugo Spiers of University College London, who is an author of the study."
3765,INT,ADV,"We looked at a group of current London taxi drivers and a group of London taxi drivers that had been retired for about four years, said neuroscientist Dr Hugo Spiers of University College London, who is an author of the study.","What we did was to look at a set of current London taxi drivers and a set of London taxi drivers that had been retired for about four years, said neuroscientist Dr Hugo Spiers, head of the Spatial Cognition Group at University College London, who is an author of the study."
2403,ADV,INT,"It is often they who are charged with doing the street dealing or even the stabbing, he says.","They often do the street dealing or even the stabbing, he says."
2403,INT,ADV,"They often do the street dealing or even the stabbing, he says.","It is often they who are charged with doing the street dealing or even the stabbing, he says."
5297,ELE,INT,"Even in the world of classical music, one of the worlds top pianists surprised the audience in June 2013 when he left the stage because a fan was filming his performance on a smartphone.","Even in the world of classical music, one of the worlds leading pianists surprised concertgoers in June 2013 when he stormed off stage because a fan was filming his performance on a smartphone."
5297,INT,ELE,"Even in the world of classical music, one of the worlds leading pianists surprised concertgoers in June 2013 when he stormed off stage because a fan was filming his performance on a smartphone.","Even in the world of classical music, one of the worlds top pianists surprised the audience in June 2013 when he left the stage because a fan was filming his performance on a smartphone."
1425,ADV,ELE,"Even in successful countries such as Indonesia and Vietnam, the proportion has been 20%.","Even in successful countries such as Indonesia and Vietnam, the proportion was 20%."
1425,ELE,ADV,"Even in successful countries such as Indonesia and Vietnam, the proportion was 20%.","Even in successful countries such as Indonesia and Vietnam, the proportion has been 20%."
1217,ADV,ELE,"The media, she said, is partly to blame for making the rich feel like they need to hide or feel ashamed.","The media, she said, makes the rich feel like they need to hide or feel ashamed."
1217,ELE,ADV,"The media, she said, makes the rich feel like they need to hide or feel ashamed.","The media, she said, is partly to blame for making the rich feel like they need to hide or feel ashamed."
5264,ELE,INT,Inky was brought to the National Aquarium several years ago by a local fisherman who found him in a fishing pot.,Inky was brought to the National Aquarium several years ago by a local fisherman who found him caught in a fishing pot.
5264,INT,ELE,Inky was brought to the National Aquarium several years ago by a local fisherman who found him caught in a fishing pot.,Inky was brought to the National Aquarium several years ago by a local fisherman who found him in a fishing pot.
1925,ADV,ELE,The report from psychologists at Virginia and Harvard Universities is one of a surprising few to tackle the question of why most of us  nd it so hard to do nothing.,The report from psychologists at Virginia and Harvard Universities looks at the question of why most of us  nd it so hard to do nothing.
1925,ELE,ADV,The report from psychologists at Virginia and Harvard Universities looks at the question of why most of us  nd it so hard to do nothing.,The report from psychologists at Virginia and Harvard Universities is one of a surprising few to tackle the question of why most of us  nd it so hard to do nothing.
3126,ADV,INT,"Yet, how low-key and understated, to slave over a manuscript that nobody will ever pat you on the back for and say: Nice one or God, I loved the bit where she did that and he did this ... Mitchell wrote in a piece for the Future Library.","Yet, how low-key and understated, to slave over a manuscript that nobody will ever congratulate you for and say: Nice one or God, I loved the bit where she did that and he did this ... Mitchell wrote in a piece for the Future Library."
3126,INT,ADV,"Yet, how low-key and understated, to slave over a manuscript that nobody will ever congratulate you for and say: Nice one or God, I loved the bit where she did that and he did this ... Mitchell wrote in a piece for the Future Library.","Yet, how low-key and understated, to slave over a manuscript that nobody will ever pat you on the back for and say: Nice one or God, I loved the bit where she did that and he did this ... Mitchell wrote in a piece for the Future Library."
2677,ADV,INT,"Stepping up to the lectern to the upbeat sounds of Stevie Wonders Signed, Sealed, Delivered, Im Yours, Obama told the ecstatic crowd of supporters: Tonight in this election, you, the American people, reminded us that while our road has been hard, while our journey has been long, we have picked ourselves up, we have fought our way back.","Obama told the ecstatic crowd of supporters: Tonight in this election, you, the American people, reminded us that while our road has been hard, while our journey has been long, we have picked ourselves up, we have fought our way back."
2677,INT,ADV,"Obama told the ecstatic crowd of supporters: Tonight in this election, you, the American people, reminded us that while our road has been hard, while our journey has been long, we have picked ourselves up, we have fought our way back.","Stepping up to the lectern to the upbeat sounds of Stevie Wonders Signed, Sealed, Delivered, Im Yours, Obama told the ecstatic crowd of supporters: Tonight in this election, you, the American people, reminded us that while our road has been hard, while our journey has been long, we have picked ourselves up, we have fought our way back."
315,ADV,ELE,It has been the greatest experience of my working life being alongside Alex and a great honour to be able to call him a friend.,Working with Alex has been the greatest experience of my working life and it is a great honour to be able to call him a friend.
315,ELE,ADV,Working with Alex has been the greatest experience of my working life and it is a great honour to be able to call him a friend.,It has been the greatest experience of my working life being alongside Alex and a great honour to be able to call him a friend.
2722,ADV,INT,"But all it does is just upset me and anger me that people can get away with writing the stuff they do; not just about me, but about everything and everybody.",But all it does is just upset me and anger me that people can get away with writing the stuff they do.
2722,INT,ADV,But all it does is just upset me and anger me that people can get away with writing the stuff they do.,"But all it does is just upset me and anger me that people can get away with writing the stuff they do; not just about me, but about everything and everybody."
1428,ADV,ELE,He recently lost his job as a car-park attendant due to ill health and had to take in his  ve grandchildren after the death of his daughters.,He recently lost his job because of ill health and has to look after his  ve grandchildren after the death of his daughters.
1428,ELE,ADV,He recently lost his job because of ill health and has to look after his  ve grandchildren after the death of his daughters.,He recently lost his job as a car-park attendant due to ill health and had to take in his  ve grandchildren after the death of his daughters.
2643,ADV,INT,"The skin and bones are handed to middlemen, who pass easily through the porous border to India, where the major dealers are based.","The skin and bones are given to middlemen, who pass easily through the border with India, where the major dealers are based."
2643,INT,ADV,"The skin and bones are given to middlemen, who pass easily through the border with India, where the major dealers are based.","The skin and bones are handed to middlemen, who pass easily through the porous border to India, where the major dealers are based."
5447,ELE,INT,There is now climate change on all continents.,Climate change is now measured on all continents.
5447,INT,ELE,Climate change is now measured on all continents.,There is now climate change on all continents.
3935,ADV,INT,Theres a focus on a tighter connection between the role of transportation and the economic health of cities and its impact on people.,Theres a tighter connection between transportation and the economic health of cities and its impact on people.
3935,INT,ADV,Theres a tighter connection between transportation and the economic health of cities and its impact on people.,Theres a focus on a tighter connection between the role of transportation and the economic health of cities and its impact on people.
3205,ADV,INT,"Angus Hanton, co-founder of a thinktank called the Intergenerational Foundation, said older generations were the architects of the housing crisis and children should not be blamed for staying at home.","Angus Hanton, of the Intergenerational Foundation thinktank, said older generations were the architects of the housing crisis and children should not be blamed for staying at home."
3205,INT,ADV,"Angus Hanton, of the Intergenerational Foundation thinktank, said older generations were the architects of the housing crisis and children should not be blamed for staying at home.","Angus Hanton, co-founder of a thinktank called the Intergenerational Foundation, said older generations were the architects of the housing crisis and children should not be blamed for staying at home."
4410,ELE,INT,"It is good to test ideas, even if they dont get funding, because that way you save a lot of time finding out it wasnt a good idea and you can get smarter faster, she says.","Even ideas that dont get funding are worth testing, because you will have saved yourself a lot of time finding out it wasnt a good idea and getting smarter faster, she says."
4410,INT,ELE,"Even ideas that dont get funding are worth testing, because you will have saved yourself a lot of time finding out it wasnt a good idea and getting smarter faster, she says.","It is good to test ideas, even if they dont get funding, because that way you save a lot of time finding out it wasnt a good idea and you can get smarter faster, she says."
4766,ELE,INT,"He did two practice free-falls to prepare for this jump  one from 71,000 feet and a second from 97,000 feet.","He had already done two practice free-falls in preparation for this jump  one from 71,000 feet and a second from 97,000 feet."
4766,INT,ELE,"He had already done two practice free-falls in preparation for this jump  one from 71,000 feet and a second from 97,000 feet.","He did two practice free-falls to prepare for this jump  one from 71,000 feet and a second from 97,000 feet."
5994,ELE,INT,"The poll shows that 17% of employers in the private sector use zero-hours contracts, lower than the 34% of organizations in the voluntary sector and 24% in the public sector.","Figures from the poll suggest that 17% of employers in the private sector use zero-hours contracts, considerably lower than the 34% of organizations in the voluntary sector and 24% in the public sector."
5994,INT,ELE,"Figures from the poll suggest that 17% of employers in the private sector use zero-hours contracts, considerably lower than the 34% of organizations in the voluntary sector and 24% in the public sector.","The poll shows that 17% of employers in the private sector use zero-hours contracts, lower than the 34% of organizations in the voluntary sector and 24% in the public sector."
2519,ADV,INT,"It turned out that liars wave their arms more but, again, this is only at the 60% level that you can get from a conventional polygraph.","We found that liars wave their arms more, but this is only at the 60% level that you can get from a polygraph."
2519,INT,ADV,"We found that liars wave their arms more, but this is only at the 60% level that you can get from a polygraph.","It turned out that liars wave their arms more but, again, this is only at the 60% level that you can get from a conventional polygraph."
685,ADV,ELE,"Suneel Singh, a guru in south Delhi, agreed that yoga did not belong to any one religion: Is tai chi just Chinese?","Suneel Singh, a guru in south Delhi, said that yoga does not just belong to one religion: Is tai chi just Chinese?"
685,ELE,ADV,"Suneel Singh, a guru in south Delhi, said that yoga does not just belong to one religion: Is tai chi just Chinese?","Suneel Singh, a guru in south Delhi, agreed that yoga did not belong to any one religion: Is tai chi just Chinese?"
5771,ELE,INT,I wonder what it would be like if I didnt spend this time here and spent it doing something else.,I wonder what it would be like if I didnt spend these seconds here and spent them doing something else.
5771,INT,ELE,I wonder what it would be like if I didnt spend these seconds here and spent them doing something else.,I wonder what it would be like if I didnt spend this time here and spent it doing something else.
2188,ADV,INT,"Brazils latest funk sensation, Anitta, has won millions of fans by taking the favela sound into the mainstream, but she is at the centre of a debate about skin colour.","Brazils latest funk sensation, Anitta, has won millions of fans by making the favela sound popular, but she is at the centre of a debate about skin colour."
2188,INT,ADV,"Brazils latest funk sensation, Anitta, has won millions of fans by making the favela sound popular, but she is at the centre of a debate about skin colour.","Brazils latest funk sensation, Anitta, has won millions of fans by taking the favela sound into the mainstream, but she is at the centre of a debate about skin colour."
5880,ELE,INT,"So, its your diaphragm, the main muscle of breathing, that is in charge when you are holding your breath.","So, its your diaphragm, the main muscle of breathing, that is in charge when it comes to holding your breath."
5880,INT,ELE,"So, its your diaphragm, the main muscle of breathing, that is in charge when it comes to holding your breath.","So, its your diaphragm, the main muscle of breathing, that is in charge when you are holding your breath."
5816,ELE,INT,"The system seems better in France, where they dont tip much but being a waiter is seen as a proper job with job security and good wages.","The system seems better in France, where they dont tip much but being a waiter is seen as a proper job, with job security and a decent income."
5816,INT,ELE,"The system seems better in France, where they dont tip much but being a waiter is seen as a proper job, with job security and a decent income.","The system seems better in France, where they dont tip much but being a waiter is seen as a proper job with job security and good wages."
